model,target,origin_end,forecast_date,horizon,actual,prediction,prev_actual,error,abs_error,ape,pred_direction,actual_direction,lower80,upper80,lower95,upper95
gdp_growth_macro_only,gdp_growth,2022-12-31,2023-03-31,1,5.065,4.913811010387761,5.94,-0.1511889896122396,0.1511889896122396,2.9849751157401694,-1.0,-1.0,4.337955333355184,5.489666687420337,4.033115751904617,5.794506268870904
gdp_growth_macro_only,gdp_growth,2022-12-31,2023-06-30,2,5.565,3.9065590418351164,5.94,-1.658440958164884,1.658440958164884,29.801275079333045,-1.0,-1.0,2.83216375712714,4.980954326543093,2.2634132490301013,5.549704834640131
gdp_growth_macro_only,gdp_growth,2022-12-31,2023-12-31,4,6.58,1.6259023737270368,5.94,-4.954097626272963,4.954097626272963,75.29023748135202,-1.0,1.0,-0.2339734901879722,3.485778237642046,-1.2185322998318506,4.470337047285924
gdp_growth_macro_only,gdp_growth,2023-03-31,2023-06-30,1,5.565,4.198660937085222,5.065,-1.3663390629147782,1.3663390629147782,24.552364113473104,-1.0,1.0,3.642055676974595,4.75526619719585,3.347406650677492,5.049915223492952
gdp_growth_macro_only,gdp_growth,2023-03-31,2023-09-30,2,6.07,3.215341226165002,5.065,-2.8546587738349984,2.8546587738349984,47.028974857248734,-1.0,1.0,2.1624774810945526,4.268204971235451,1.6051250815738034,4.825557370756201
gdp_growth_macro_only,gdp_growth,2023-03-31,2024-03-31,4,7.091,0.9763951854749777,5.065,-6.1146048145250225,6.1146048145250225,86.23050083944467,-1.0,1.0,-0.9205012634333158,2.8732916343832713,-1.9246575869760973,3.877447957926053
gdp_growth_macro_only,gdp_growth,2023-06-30,2023-09-30,1,6.07,6.118951182105685,5.565,0.04895118210568494,0.04895118210568494,0.8064445157443976,1.0,1.0,5.455456340710458,6.7824460235009125,5.104223388058522,7.133678976152848
gdp_growth_macro_only,gdp_growth,2023-06-30,2023-12-31,2,6.58,6.614624806683752,5.565,0.034624806683751785,0.034624806683751785,0.5262128675342217,1.0,1.0,5.46082520754324,7.7684244058242635,4.85004059447442,8.379209018893084
gdp_growth_macro_only,gdp_growth,2023-06-30,2024-06-30,4,7.596,7.22077497358062,5.565,-0.37522502641937994,0.37522502641937994,4.939771279875987,1.0,1.0,5.61236337195295,8.82918657520829,4.760921701763984,9.680628245397255
gdp_growth_macro_only,gdp_growth,2023-09-30,2023-12-31,1,6.58,6.512153030029159,6.07,-0.06784696997084083,0.06784696997084083,1.031108966122201,1.0,1.0,5.87106203875142,7.153244021306898,5.531688967950245,7.492617092108073
